acumulado,vsaparecer,soma,saiu
0,0,199,0
0,1,185,0
0,2,182,0
0,3,197,0
0,4,202,0
0,5,183,0
0,6,215,1
1,0,204,1
2,0,212,0
2,1,170,0
2,2,214,1
3,0,165,0
3,1,176,0
3,2,198,0
3,3,204,0
3,4,207,0
3,5,171,0
3,6,216,1
4,0,191,0
4,1,198,0
4,2,212,1
5,0,148,1
6,0,164,0
6,1,202,0
6,2,169,1
7,0,215,1
8,0,222,1
9,0,191,0
9,1,199,1
10,0,178,1
11,0,209,1
12,0,177,1
13,0,193,0
13,1,184,0
13,2,209,1
14,0,206,1
15,0,189,1
16,0,175,1
17,0,223,1
18,0,192,1
19,0,217,0
19,1,188,1
20,0,201,1
21,0,208,0
21,1,204,0
21,2,191,0
21,3,163,1
22,0,215,1
23,0,209,1
24,0,182,0
24,1,187,1
25,0,206,1
26,0,186,0
26,1,188,1
27,0,162,0
27,1,212,1
28,0,178,1
29,0,195,1
30,0,180,0
30,1,198,1
31,0,209,1
32,0,201,0
32,1,231,1
33,0,176,0
33,1,220,1
34,0,208,1
35,0,216,1
36,0,166,1
37,0,207,0
37,1,181,0
37,2,185,1
38,0,197,0
38,1,194,0
38,2,172,1
39,0,161,0
39,1,197,0
39,2,204,1
40,0,166,0
40,1,210,1
41,0,172,1
42,0,150,0
42,1,192,1
43,0,177,0
43,1,214,1
44,0,185,1
45,0,199,0
45,1,186,1
46,0,179,0
46,1,245,1
47,0,214,1
48,0,212,1
49,0,196,1
50,0,198,0
50,1,215,1
51,0,173,1
52,0,218,1
53,0,227,1
54,0,207,1
55,0,188,0
55,1,188,1
56,0,203,0
56,1,187,1
57,0,172,1
58,0,226,1
59,0,199,1
60,0,172,1
61,0,181,0
61,1,187,1
62,0,208,0
62,1,205,1
63,0,219,1
64,0,184,0
64,1,185,0
64,2,183,1
65,0,185,0
65,1,214,0
65,2,205,0
65,3,206,1
66,0,209,1
67,0,193,0
67,1,184,0
67,2,192,1
68,0,222,1
69,0,203,0
69,1,187,1
70,0,184,1
71,0,175,1
72,0,209,0
72,1,216,1
73,0,187,0
73,1,192,1
74,0,182,1
75,0,192,1
76,0,183,1
77,0,200,1
78,0,187,1
79,0,207,0
79,1,193,1
80,0,220,1
81,0,199,1
82,0,202,0
82,1,188,1
83,0,226,1
84,0,208,1
85,0,204,1
86,0,203,1
87,0,190,1
88,0,199,1
89,0,223,0
89,1,198,1
90,0,189,0
90,1,211,1
91,0,204,0
91,1,170,0
91,2,209,1
92,0,184,1
93,0,188,0
93,1,209,1
94,0,165,0
94,1,196,0
94,2,239,1
95,0,166,0
95,1,188,0
95,2,183,1
96,0,185,1
97,0,201,1
98,0,188,1
99,0,195,1
100,0,169,0
100,1,181,1
101,0,217,1
102,0,181,1
103,0,209,1
104,0,193,0
104,1,186,0
104,2,233,1
105,0,212,0
105,1,204,0
105,2,202,1
106,0,158,0
106,1,198,1
107,0,198,1
108,0,213,0
108,1,203,0
108,2,179,0
108,3,217,1
109,0,240,1
110,0,222,1
111,0,189,1
112,0,181,0
112,1,214,1
113,0,180,1
114,0,172,0
114,1,216,1
115,0,175,1
116,0,219,1
117,0,181,1
118,0,184,0
118,1,173,1
119,0,178,0
119,1,165,1
120,0,217,1
121,0,174,0
121,1,196,1
122,0,199,1
123,0,188,1
124,0,167,1
125,0,174,0
125,1,199,1
126,0,211,1
127,0,190,1
128,0,178,1
129,0,197,0
129,1,200,1
130,0,183,0
130,1,176,0
130,2,167,0
130,3,208,1
131,0,217,1
132,0,242,0
132,1,190,0
132,2,178,1
133,0,208,1
134,0,213,0
134,1,195,1
135,0,216,0
135,1,198,1
136,0,220,0
136,1,201,0
136,2,155,1
137,0,198,0
137,1,218,0
137,2,141,0
137,3,173,1
138,0,236,0
138,1,184,1
139,0,210,1
140,0,203,0
140,1,188,1
141,0,198,1
142,0,213,0
142,1,208,1
143,0,187,0
143,1,197,1
144,0,189,0
144,1,189,0
144,2,185,1
145,0,187,0
145,1,210,1
146,0,184,0
146,1,209,1
147,0,211,1
148,0,185,1
149,0,156,0
149,1,187,1
150,0,183,1
151,0,191,1
152,0,213,1
153,0,212,1
154,0,162,0
154,1,182,0
154,2,196,0
154,3,200,0
154,4,202,1
155,0,208,1
156,0,179,1
157,0,179,0
157,1,207,0
157,2,204,1
158,0,182,0
158,1,192,0
158,2,189,0
158,3,216,0
158,4,192,0
158,5,171,1
159,0,188,1
160,0,223,1
161,0,182,0
161,1,171,1
162,0,197,0
162,1,173,0
162,2,198,1
163,0,184,1
164,0,200,1
165,0,182,1
166,0,184,0
166,1,212,1
167,0,175,0
167,1,166,1
168,0,183,1
169,0,182,0
169,1,195,1
170,0,206,1
171,0,176,0
171,1,216,0
171,2,195,1
172,0,211,1
173,0,177,1
174,0,216,1
175,0,216,1
176,0,206,1
177,0,189,1
178,0,211,1
179,0,212,1
180,0,198,1
181,0,183,0
181,1,198,0
181,2,220,1
182,0,184,1
183,0,207,0
183,1,213,0
183,2,189,1
184,0,196,0
184,1,178,1
185,0,202,0
185,1,177,0
185,2,199,1
186,0,195,0
186,1,186,0
186,2,216,1
187,0,198,0
