acumulado,vsaparecer,soma,saiu
0,0,199,0
0,1,185,0
0,2,182,1
1,0,197,1
2,0,202,0
2,1,183,1
3,0,215,0
3,1,204,1
4,0,212,1
5,0,170,0
5,1,214,0
5,2,165,1
6,0,176,1
7,0,198,0
7,1,204,0
7,2,207,1
8,0,171,1
9,0,216,1
10,0,191,1
11,0,198,1
12,0,212,0
12,1,148,0
12,2,164,1
13,0,202,1
14,0,169,0
14,1,215,1
15,0,222,0
15,1,191,1
16,0,199,1
17,0,178,1
18,0,209,1
19,0,177,1
20,0,193,0
20,1,184,0
20,2,209,1
21,0,206,1
22,0,189,0
22,1,175,0
22,2,223,1
23,0,192,1
24,0,217,1
25,0,188,1
26,0,201,1
27,0,208,0
27,1,204,1
28,0,191,0
28,1,163,0
28,2,215,1
29,0,209,0
29,1,182,0
29,2,187,1
30,0,206,0
30,1,186,1
31,0,188,0
31,1,162,0
31,2,212,1
32,0,178,1
33,0,195,1
34,0,180,0
34,1,198,1
35,0,209,0
35,1,201,1
36,0,231,1
37,0,176,1
38,0,220,1
39,0,208,1
40,0,216,0
40,1,166,1
41,0,207,1
42,0,181,0
42,1,185,0
42,2,197,1
43,0,194,1
44,0,172,0
44,1,161,1
45,0,197,1
46,0,204,1
47,0,166,1
48,0,210,1
49,0,172,1
50,0,150,1
51,0,192,1
52,0,177,0
52,1,214,1
53,0,185,0
53,1,199,1
54,0,186,0
54,1,179,1
55,0,245,1
56,0,214,1
57,0,212,1
58,0,196,1
59,0,198,1
60,0,215,1
61,0,173,1
62,0,218,1
63,0,227,1
64,0,207,1
65,0,188,1
66,0,188,1
67,0,203,1
68,0,187,0
68,1,172,1
69,0,226,0
69,1,199,1
70,0,172,1
71,0,181,1
72,0,187,0
72,1,208,0
72,2,205,1
73,0,219,1
74,0,184,1
75,0,185,0
75,1,183,0
75,2,185,1
76,0,214,0
76,1,205,1
77,0,206,0
77,1,209,1
78,0,193,0
78,1,184,1
79,0,192,1
80,0,222,1
81,0,203,0
81,1,187,0
81,2,184,0
81,3,175,0
81,4,209,1
82,0,216,0
82,1,187,1
83,0,192,0
83,1,182,1
84,0,192,0
84,1,183,1
85,0,200,0
85,1,187,1
86,0,207,1
87,0,193,1
88,0,220,1
89,0,199,0
89,1,202,1
90,0,188,1
91,0,226,1
92,0,208,1
93,0,204,1
94,0,203,1
95,0,190,0
95,1,199,1
96,0,223,1
97,0,198,0
97,1,189,0
97,2,211,1
98,0,204,1
99,0,170,0
99,1,209,0
99,2,184,0
99,3,188,0
99,4,209,1
100,0,165,1
101,0,196,1
102,0,239,1
103,0,166,0
103,1,188,0
103,2,183,0
103,3,185,1
104,0,201,0
104,1,188,0
104,2,195,1
105,0,169,0
105,1,181,0
105,2,217,1
106,0,181,0
106,1,209,0
106,2,193,1
107,0,186,0
107,1,233,1
108,0,212,1
109,0,204,0
109,1,202,1
110,0,158,1
111,0,198,1
112,0,198,1
113,0,213,0
113,1,203,1
114,0,179,1
115,0,217,1
116,0,240,1
117,0,222,0
117,1,189,0
117,2,181,0
117,3,214,1
118,0,180,0
118,1,172,0
118,2,216,1
119,0,175,1
120,0,219,1
121,0,181,0
121,1,184,1
122,0,173,0
122,1,178,0
122,2,165,0
122,3,217,1
123,0,174,1
124,0,196,1
125,0,199,1
126,0,188,1
127,0,167,1
128,0,174,0
128,1,199,0
128,2,211,0
128,3,190,1
129,0,178,0
129,1,197,0
129,2,200,0
129,3,183,1
130,0,176,1
131,0,167,1
132,0,208,1
133,0,217,1
134,0,242,1
135,0,190,1
136,0,178,0
136,1,208,0
136,2,213,0
136,3,195,0
136,4,216,1
137,0,198,1
138,0,220,1
139,0,201,1
140,0,155,1
141,0,198,1
142,0,218,1
143,0,141,1
144,0,173,1
145,0,236,1
146,0,184,0
146,1,210,0
146,2,203,1
147,0,188,0
147,1,198,0
147,2,213,1
148,0,208,1
149,0,187,1
150,0,197,0
150,1,189,0
150,2,189,1
151,0,185,1
152,0,187,0
152,1,210,1
153,0,184,1
154,0,209,0
154,1,211,1
155,0,185,0
155,1,156,0
155,2,187,1
156,0,183,0
156,1,191,1
157,0,213,1
158,0,212,0
158,1,162,0
158,2,182,1
159,0,196,1
160,0,200,0
160,1,202,0
160,2,208,1
161,0,179,0
161,1,179,1
162,0,207,0
162,1,204,1
163,0,182,0
163,1,192,0
163,2,189,1
164,0,216,1
165,0,192,1
166,0,171,1
167,0,188,1
168,0,223,1
169,0,182,1
170,0,171,1
171,0,197,1
172,0,173,1
173,0,198,0
173,1,184,0
173,2,200,1
174,0,182,0
174,1,184,0
174,2,212,1
175,0,175,0
175,1,166,1
176,0,183,1
177,0,182,1
178,0,195,1
179,0,206,0
179,1,176,0
179,2,216,1
180,0,195,1
181,0,211,0
181,1,177,0
181,2,216,1
182,0,216,1
183,0,206,1
184,0,189,0
184,1,211,1
185,0,212,1
186,0,198,0
186,1,183,0
186,2,198,1
187,0,220,0
187,1,184,1
188,0,207,1
189,0,213,1
190,0,189,1
191,0,196,1
192,0,178,0
192,1,202,1
193,0,177,0
193,1,199,0
193,2,195,0
193,3,186,1
194,0,216,1
195,0,198,1
