acumulado,vsaparecer,soma,saiu
0,0,199,1
1,0,185,1
2,0,182,1
3,0,197,0
3,1,202,1
4,0,183,0
4,1,215,0
4,2,204,1
5,0,212,1
6,0,170,1
7,0,214,1
8,0,165,1
9,0,176,1
10,0,198,1
11,0,204,0
11,1,207,0
11,2,171,1
12,0,216,0
12,1,191,0
12,2,198,1
13,0,212,0
13,1,148,1
14,0,164,0
14,1,202,0
14,2,169,1
15,0,215,1
16,0,222,0
16,1,191,1
17,0,199,1
18,0,178,0
18,1,209,1
19,0,177,1
20,0,193,0
20,1,184,1
21,0,209,0
21,1,206,0
21,2,189,1
22,0,175,1
23,0,223,1
24,0,192,0
24,1,217,1
25,0,188,0
25,1,201,1
26,0,208,0
26,1,204,1
27,0,191,0
27,1,163,0
27,2,215,0
27,3,209,0
27,4,182,1
28,0,187,0
28,1,206,1
29,0,186,1
30,0,188,1
31,0,162,1
32,0,212,1
33,0,178,0
33,1,195,0
33,2,180,0
33,3,198,0
33,4,209,1
34,0,201,1
35,0,231,1
36,0,176,1
37,0,220,0
37,1,208,0
37,2,216,1
38,0,166,1
39,0,207,1
40,0,181,1
41,0,185,1
42,0,197,0
42,1,194,0
42,2,172,0
42,3,161,0
42,4,197,1
43,0,204,1
44,0,166,0
44,1,210,1
45,0,172,1
46,0,150,0
46,1,192,1
47,0,177,0
47,1,214,0
47,2,185,1
48,0,199,1
49,0,186,1
50,0,179,1
51,0,245,0
51,1,214,0
51,2,212,1
52,0,196,0
52,1,198,1
53,0,215,1
54,0,173,0
54,1,218,1
55,0,227,0
55,1,207,0
55,2,188,0
55,3,188,1
56,0,203,1
57,0,187,1
58,0,172,0
58,1,226,0
58,2,199,1
59,0,172,0
59,1,181,1
60,0,187,1
61,0,208,1
62,0,205,0
62,1,219,0
62,2,184,0
62,3,185,0
62,4,183,1
63,0,185,1
64,0,214,1
65,0,205,1
66,0,206,0
66,1,209,1
67,0,193,0
67,1,184,1
68,0,192,1
69,0,222,0
69,1,203,1
70,0,187,1
71,0,184,0
71,1,175,0
71,2,209,0
71,3,216,1
72,0,187,1
73,0,192,0
73,1,182,1
74,0,192,1
75,0,183,0
75,1,200,0
75,2,187,1
76,0,207,1
77,0,193,0
77,1,220,1
78,0,199,1
79,0,202,1
80,0,188,1
81,0,226,1
82,0,208,1
83,0,204,1
84,0,203,0
84,1,190,0
84,2,199,1
85,0,223,1
86,0,198,1
87,0,189,1
88,0,211,0
88,1,204,0
88,2,170,1
89,0,209,0
89,1,184,1
90,0,188,1
91,0,209,1
92,0,165,0
92,1,196,1
93,0,239,0
93,1,166,0
93,2,188,1
94,0,183,0
94,1,185,1
95,0,201,1
96,0,188,1
97,0,195,0
97,1,169,1
98,0,181,0
98,1,217,0
98,2,181,1
99,0,209,0
99,1,193,1
100,0,186,0
100,1,233,0
100,2,212,0
100,3,204,1
101,0,202,1
102,0,158,0
102,1,198,0
102,2,198,1
103,0,213,0
103,1,203,1
104,0,179,1
105,0,217,0
105,1,240,0
105,2,222,0
105,3,189,1
106,0,181,0
106,1,214,1
107,0,180,0
107,1,172,1
108,0,216,1
109,0,175,1
110,0,219,0
110,1,181,1
111,0,184,0
111,1,173,1
112,0,178,1
113,0,165,1
114,0,217,0
114,1,174,0
114,2,196,0
114,3,199,1
115,0,188,1
116,0,167,1
117,0,174,1
118,0,199,1
119,0,211,1
120,0,190,0
120,1,178,1
121,0,197,1
122,0,200,1
123,0,183,1
124,0,176,1
125,0,167,1
126,0,208,0
126,1,217,1
127,0,242,1
128,0,190,0
128,1,178,1
129,0,208,1
130,0,213,1
131,0,195,0
131,1,216,0
131,2,198,1
132,0,220,0
132,1,201,1
133,0,155,0
133,1,198,0
133,2,218,1
134,0,141,1
135,0,173,1
136,0,236,0
136,1,184,1
137,0,210,1
138,0,203,0
138,1,188,1
139,0,198,1
140,0,213,1
141,0,208,1
142,0,187,0
142,1,197,1
143,0,189,1
144,0,189,1
145,0,185,1
146,0,187,1
147,0,210,1
148,0,184,1
149,0,209,1
150,0,211,0
150,1,185,0
150,2,156,1
151,0,187,1
152,0,183,1
153,0,191,1
154,0,213,1
155,0,212,1
156,0,162,1
157,0,182,0
157,1,196,1
158,0,200,1
159,0,202,1
160,0,208,0
160,1,179,1
161,0,179,1
162,0,207,1
163,0,204,0
163,1,182,1
164,0,192,0
164,1,189,1
165,0,216,0
165,1,192,0
165,2,171,1
166,0,188,0
166,1,223,1
167,0,182,1
168,0,171,1
169,0,197,1
170,0,173,1
171,0,198,0
171,1,184,1
172,0,200,0
172,1,182,1
173,0,184,1
174,0,212,0
174,1,175,1
175,0,166,1
176,0,183,1
177,0,182,0
177,1,195,1
178,0,206,1
179,0,176,0
179,1,216,0
179,2,195,0
179,3,211,1
180,0,177,0
180,1,216,0
180,2,216,1
181,0,206,1
182,0,189,1
183,0,211,0
183,1,212,0
183,2,198,0
183,3,183,0
183,4,198,1
184,0,220,0
184,1,184,1
185,0,207,1
186,0,213,0
186,1,189,1
187,0,196,1
188,0,178,1
189,0,202,0
189,1,177,0
189,2,199,1
190,0,195,1
191,0,186,1
192,0,216,1
193,0,198,1
194,0,197,0
194,1,181,1
195,0,166,1
196,0,197,0
196,1,173,0
196,2,186,0
196,3,217,0
196,4,202,1
197,0,212,1
198,0,206,0
198,1,202,0
198,2,191,1
199,0,205,0
199,1,168,1
200,0,174,0
200,1,168,1
201,0,193,1
202,0,217,0
202,1,179,1
203,0,223,1
204,0,213,0
204,1,207,0
204,2,194,1
205,0,236,1
206,0,179,0
206,1,200,1
207,0,215,0
207,1,210,0
207,2,164,1
208,0,182,0
208,1,185,1
209,0,205,1
210,0,189,1
211,0,182,1
212,0,209,1
213,0,184,1
214,0,206,1
215,0,227,0
215,1,171,1
216,0,204,1
217,0,167,0
217,1,190,1
218,0,188,1
219,0,213,0
219,1,216,1
220,0,193,1
221,0,196,0
221,1,193,1
222,0,184,1
223,0,156,1
224,0,213,0
224,1,208,1
225,0,215,1
226,0,190,0
226,1,223,0
226,2,163,1
227,0,219,0
227,1,198,0
227,2,179,1
228,0,184,1
229,0,178,1
230,0,210,1
231,0,206,0
231,1,198,0
231,2,184,1
232,0,193,1
233,0,161,1
234,0,190,1
235,0,220,0
235,1,196,1
236,0,196,0
236,1,196,0
236,2,211,0
236,3,191,1
237,0,166,1
238,0,157,1
239,0,170,1
240,0,210,1
241,0,228,1
242,0,182,0
242,1,199,1
243,0,190,1
244,0,214,0
244,1,204,0
244,2,180,1
245,0,188,1
246,0,195,0
246,1,198,0
246,2,176,1
247,0,222,1
248,0,215,1
249,0,181,1
250,0,188,1
251,0,214,0
251,1,216,0
251,2,184,1
252,0,233,1
253,0,215,0
253,1,183,1
254,0,196,1
255,0,175,0
255,1,215,0
255,2,201,1
256,0,220,1
257,0,188,0
257,1,170,1
258,0,225,0
258,1,174,0
258,2,179,1
259,0,199,1
260,0,196,0
260,1,198,1
261,0,217,1
262,0,197,0
262,1,220,0
262,2,175,0
262,3,218,1
263,0,210,1
264,0,207,1
265,0,174,1
266,0,218,1
267,0,187,0
267,1,207,0
267,2,178,1
268,0,179,0
268,1,220,0
268,2,183,1
269,0,189,1
270,0,222,1
271,0,209,1
272,0,201,1
273,0,191,1
274,0,212,0
274,1,177,0
274,2,205,1
275,0,227,0
275,1,159,1
276,0,179,0
276,1,182,1
277,0,181,0
277,1,193,0
277,2,209,1
278,0,224,0
278,1,171,1
279,0,212,0
279,1,203,0
279,2,202,1
280,0,184,0
280,1,166,0
280,2,184,1
281,0,153,0
281,1,182,1
282,0,187,1
283,0,183,1
284,0,192,1
285,0,200,0
285,1,200,1
286,0,218,0
286,1,202,1
287,0,193,1
288,0,212,1
289,0,194,1
290,0,198,1
291,0,201,0
291,1,170,1
292,0,199,1
293,0,217,0
293,1,207,0
293,2,199,0
293,3,209,1
294,0,183,0
294,1,192,0
294,2,185,0
294,3,184,1
295,0,200,1
296,0,169,1
297,0,195,0
297,1,191,0
297,2,193,1
298,0,199,1
299,0,163,0
299,1,181,0
299,2,214,1
300,0,212,1
301,0,214,1
302,0,180,1
303,0,194,1
304,0,205,1
305,0,180,0
305,1,199,0
305,2,153,1
306,0,195,1
307,0,201,1
308,0,190,1
309,0,188,0
309,1,162,1
310,0,200,0
310,1,217,1
311,0,203,1
312,0,155,1
313,0,224,1
314,0,193,1
315,0,197,0
315,1,210,1
316,0,177,1
317,0,196,1
318,0,190,0
318,1,206,0
318,2,184,1
319,0,201,0
319,1,166,1
320,0,191,1
321,0,181,0
321,1,209,1
322,0,220,1
323,0,196,1
324,0,219,0
324,1,168,1
325,0,202,1
326,0,206,1
327,0,172,1
328,0,208,0
328,1,193,1
329,0,194,0
329,1,175,1
330,0,184,1
331,0,157,1
332,0,205,1
333,0,190,1
334,0,224,0
334,1,193,0
334,2,200,1
335,0,200,1
336,0,187,1
337,0,225,1
338,0,199,1
339,0,203,0
339,1,193,1
340,0,219,1
341,0,168,1
342,0,193,0
342,1,182,1
343,0,191,1
344,0,206,1
345,0,172,1
346,0,183,1
347,0,162,1
348,0,210,0
348,1,189,0
348,2,206,0
348,3,201,1
349,0,208,0
349,1,226,0
349,2,212,1
350,0,223,1
351,0,179,0
351,1,191,0
351,2,180,0
351,3,187,1
352,0,209,1
353,0,211,1
354,0,195,1
355,0,186,0
355,1,200,1
356,0,194,0
356,1,190,1
357,0,213,0
357,1,202,1
358,0,180,1
359,0,188,0
359,1,183,1
360,0,183,1
361,0,192,1
362,0,190,1
363,0,206,1
364,0,185,1
365,0,197,0
365,1,202,1
366,0,193,1
367,0,171,1
368,0,172,1
369,0,196,0
369,1,207,1
370,0,189,0
370,1,205,0
370,2,233,1
371,0,181,0
371,1,188,1
372,0,176,0
372,1,181,1
373,0,184,1
374,0,203,0
374,1,199,1
375,0,216,0
375,1,217,1
376,0,188,0
376,1,182,1
377,0,202,1
378,0,197,0
378,1,178,1
379,0,153,1
380,0,170,1
381,0,173,1
382,0,185,0
382,1,167,1
383,0,199,0
383,1,189,1
384,0,179,1
385,0,208,0
385,1,182,1
386,0,212,0
386,1,210,1
387,0,185,1
388,0,179,1
389,0,189,0
389,1,222,1
390,0,203,1
391,0,179,1
392,0,199,1
393,0,199,1
394,0,191,0
394,1,196,1
395,0,179,1
396,0,224,1
397,0,206,1
398,0,216,1
399,0,194,1
400,0,169,1
401,0,221,0
401,1,199,0
401,2,205,1
402,0,198,0
402,1,212,0
402,2,217,0
402,3,195,1
403,0,186,0
403,1,192,1
404,0,170,1
405,0,184,1
406,0,208,0
406,1,166,1
407,0,199,1
408,0,206,0
408,1,219,0
408,2,196,0
408,3,208,0
408,4,205,1
409,0,221,0
409,1,226,0
409,2,196,1
410,0,199,1
411,0,166,1
412,0,230,0
412,1,186,0
412,2,200,0
412,3,173,0
412,4,213,1
413,0,209,0
413,1,192,1
414,0,168,0
414,1,183,0
414,2,150,1
415,0,206,0
415,1,228,1
416,0,205,0
416,1,194,1
417,0,188,1
418,0,172,0
418,1,196,1
419,0,179,1
420,0,197,0
420,1,162,1
421,0,195,1
422,0,218,0
422,1,192,1
423,0,208,0
423,1,187,1
424,0,201,1
425,0,191,1
426,0,227,0
426,1,150,1
427,0,235,0
427,1,189,0
427,2,193,1
428,0,194,0
428,1,203,0
428,2,182,1
429,0,195,0
429,1,222,0
429,2,176,0
429,3,225,1
430,0,207,0
430,1,188,1
431,0,212,0
431,1,199,0
431,2,183,1
432,0,227,1
433,0,222,1
434,0,230,1
435,0,141,1
436,0,186,0
436,1,162,1
437,0,202,0
437,1,199,1
438,0,192,1
439,0,217,1
440,0,208,0
440,1,170,1
441,0,218,0
441,1,201,0
441,2,222,1
442,0,187,0
442,1,208,1
443,0,227,0
443,1,171,1
444,0,169,0
444,1,219,1
445,0,213,1
446,0,213,1
447,0,198,0
447,1,175,1
448,0,190,1
449,0,173,1
450,0,194,1
451,0,201,1
452,0,173,0
452,1,172,1
453,0,167,0
453,1,188,1
454,0,208,1
455,0,193,0
455,1,177,0
455,2,229,0
455,3,168,0
455,4,204,0
455,5,187,1
456,0,199,0
456,1,218,1
457,0,188,1
458,0,192,0
458,1,153,1
459,0,193,0
459,1,192,1
460,0,189,1
461,0,189,1
462,0,181,0
462,1,208,0
462,2,210,0
462,3,194,1
463,0,188,1
464,0,192,1
465,0,203,0
465,1,172,1
