acumulado,vsaparecer,soma,saiu
0,0,199,0
0,1,185,0
0,2,182,1
1,0,197,1
2,0,202,1
3,0,183,0
3,1,215,1
4,0,204,1
5,0,212,0
5,1,170,1
6,0,214,1
7,0,165,1
8,0,176,1
9,0,198,0
9,1,204,1
10,0,207,1
11,0,171,0
11,1,216,1
12,0,191,1
13,0,198,1
14,0,212,1
15,0,148,0
15,1,164,1
16,0,202,0
16,1,169,0
16,2,215,1
17,0,222,1
18,0,191,0
18,1,199,1
19,0,178,1
20,0,209,0
20,1,177,0
20,2,193,1
21,0,184,1
22,0,209,0
22,1,206,1
23,0,189,1
24,0,175,1
25,0,223,1
26,0,192,1
27,0,217,0
27,1,188,1
28,0,201,1
29,0,208,0
29,1,204,0
29,2,191,1
30,0,163,1
31,0,215,0
31,1,209,1
32,0,182,0
32,1,187,1
33,0,206,1
34,0,186,0
34,1,188,1
35,0,162,1
36,0,212,0
36,1,178,1
37,0,195,0
37,1,180,1
38,0,198,1
39,0,209,0
39,1,201,1
40,0,231,1
41,0,176,1
42,0,220,0
42,1,208,1
43,0,216,1
44,0,166,1
45,0,207,1
46,0,181,0
46,1,185,1
47,0,197,1
48,0,194,0
48,1,172,1
49,0,161,1
50,0,197,1
51,0,204,1
52,0,166,1
53,0,210,0
53,1,172,0
53,2,150,0
53,3,192,1
54,0,177,1
55,0,214,1
56,0,185,1
57,0,199,1
58,0,186,1
59,0,179,1
60,0,245,0
60,1,214,1
61,0,212,0
61,1,196,1
62,0,198,0
62,1,215,1
63,0,173,0
63,1,218,0
63,2,227,0
63,3,207,1
64,0,188,0
64,1,188,1
65,0,203,0
65,1,187,0
65,2,172,1
66,0,226,0
66,1,199,1
67,0,172,0
67,1,181,1
68,0,187,1
69,0,208,0
69,1,205,0
69,2,219,0
69,3,184,0
69,4,185,1
70,0,183,1
71,0,185,0
71,1,214,0
71,2,205,0
71,3,206,1
72,0,209,1
73,0,193,1
74,0,184,0
74,1,192,1
75,0,222,0
75,1,203,0
75,2,187,0
75,3,184,1
76,0,175,0
76,1,209,0
76,2,216,0
76,3,187,0
76,4,192,1
77,0,182,0
77,1,192,1
78,0,183,1
79,0,200,1
80,0,187,0
80,1,207,1
81,0,193,1
82,0,220,0
82,1,199,0
82,2,202,1
83,0,188,0
83,1,226,1
84,0,208,0
84,1,204,0
84,2,203,1
85,0,190,0
85,1,199,1
86,0,223,0
86,1,198,1
87,0,189,0
87,1,211,1
88,0,204,1
89,0,170,0
89,1,209,1
90,0,184,1
91,0,188,0
91,1,209,1
92,0,165,1
93,0,196,0
93,1,239,1
94,0,166,1
95,0,188,0
95,1,183,1
96,0,185,1
97,0,201,1
98,0,188,1
99,0,195,0
99,1,169,1
100,0,181,1
101,0,217,0
101,1,181,0
101,2,209,1
102,0,193,0
102,1,186,0
102,2,233,0
102,3,212,1
103,0,204,1
104,0,202,0
104,1,158,1
105,0,198,1
106,0,198,1
107,0,213,1
108,0,203,1
109,0,179,1
110,0,217,0
110,1,240,0
110,2,222,1
111,0,189,0
111,1,181,1
112,0,214,1
113,0,180,0
113,1,172,1
114,0,216,1
115,0,175,1
116,0,219,0
116,1,181,1
117,0,184,0
117,1,173,0
117,2,178,1
118,0,165,1
119,0,217,0
119,1,174,0
119,2,196,1
120,0,199,0
120,1,188,1
121,0,167,0
121,1,174,0
121,2,199,0
121,3,211,0
121,4,190,1
122,0,178,1
123,0,197,1
124,0,200,0
124,1,183,0
124,2,176,0
124,3,167,0
124,4,208,1
125,0,217,1
126,0,242,0
126,1,190,1
127,0,178,1
128,0,208,0
128,1,213,1
129,0,195,1
130,0,216,1
131,0,198,1
132,0,220,0
132,1,201,1
133,0,155,1
134,0,198,0
134,1,218,0
134,2,141,1
135,0,173,0
135,1,236,1
136,0,184,1
137,0,210,0
137,1,203,0
137,2,188,0
137,3,198,0
137,4,213,1
138,0,208,1
139,0,187,0
139,1,197,0
139,2,189,0
139,3,189,1
140,0,185,1
141,0,187,1
142,0,210,1
143,0,184,0
143,1,209,0
143,2,211,1
144,0,185,1
145,0,156,1
146,0,187,0
146,1,183,1
147,0,191,0
147,1,213,0
147,2,212,1
148,0,162,1
149,0,182,0
149,1,196,1
150,0,200,1
151,0,202,1
152,0,208,1
153,0,179,0
153,1,179,0
153,2,207,1
154,0,204,0
154,1,182,1
155,0,192,1
156,0,189,1
157,0,216,0
157,1,192,0
157,2,171,1
158,0,188,0
158,1,223,0
158,2,182,0
158,3,171,0
158,4,197,0
158,5,173,1
159,0,198,1
160,0,184,1
161,0,200,0
161,1,182,1
162,0,184,0
162,1,212,0
162,2,175,0
162,3,166,1
163,0,183,0
163,1,182,1
164,0,195,1
165,0,206,0
165,1,176,1
166,0,216,0
166,1,195,1
167,0,211,1
168,0,177,1
169,0,216,1
170,0,216,1
171,0,206,1
172,0,189,0
172,1,211,1
173,0,212,0
173,1,198,1
174,0,183,1
175,0,198,0
175,1,220,0
175,2,184,1
176,0,207,0
176,1,213,0
176,2,189,1
177,0,196,0
177,1,178,1
178,0,202,1
179,0,177,1
180,0,199,1
181,0,195,0
181,1,186,1
182,0,216,0
182,1,198,0
