concurso,acutotal,vsaparecer,somatotal,sorteado
867,535,1,167,no
868,536,0,191,yes
869,537,0,219,yes
870,538,0,156,yes
871,538,1,198,no
872,539,0,163,yes
873,539,1,182,no
874,540,0,176,yes
875,540,1,212,no
876,540,2,216,no
877,540,3,212,no
878,541,0,178,yes
879,541,1,201,no
880,541,2,220,no
881,542,0,179,yes
882,543,0,203,yes
883,543,1,198,no
884,544,0,199,yes
885,544,1,208,no
886,545,0,181,yes
887,546,0,230,yes
888,547,0,217,yes
889,547,1,190,no
890,548,0,164,yes
891,549,0,213,yes
892,550,0,193,yes
893,551,0,169,yes
894,552,0,206,yes
895,552,1,180,no
896,553,0,168,yes
897,554,0,175,yes
898,555,0,196,yes
899,556,0,212,yes
900,557,0,194,yes
901,558,0,197,yes
902,559,0,179,yes
903,560,0,154,yes
904,561,0,199,yes
905,562,0,198,yes
906,563,0,165,yes
907,563,1,183,no
908,564,0,186,yes
909,565,0,159,yes
910,565,1,198,no
911,566,0,196,yes
912,566,1,211,no
913,566,2,213,no
914,567,0,191,yes
915,568,0,192,yes
916,569,0,167,yes
917,570,0,182,yes
918,571,0,174,yes
919,572,0,158,yes
920,573,0,171,yes
921,574,0,193,yes
922,574,1,204,no
923,575,0,187,yes
924,576,0,183,yes
925,577,0,194,yes
926,578,0,175,yes
927,578,1,207,no
928,579,0,198,yes
929,580,0,178,yes
930,580,1,207,no
931,580,2,197,no
932,581,0,217,yes
933,581,1,176,no
934,581,2,215,no
935,582,0,155,yes
936,583,0,181,yes
937,584,0,205,yes
938,584,1,186,no
939,585,0,187,yes
940,585,1,197,no
941,586,0,157,yes
942,587,0,186,yes
943,587,1,192,no
944,588,0,218,yes
945,588,1,203,no
946,589,0,231,yes
947,590,0,175,yes
948,591,0,192,yes
949,592,0,183,yes
950,592,1,194,no
951,592,2,226,no
952,593,0,204,yes
953,594,0,173,yes
954,594,1,208,no
955,595,0,167,yes
956,595,1,177,no
957,596,0,193,yes
958,597,0,203,yes
959,597,1,229,no
960,598,0,175,yes
961,599,0,175,yes
962,600,0,209,yes
963,600,1,196,no
964,601,0,180,yes
965,601,1,207,no
966,601,2,172,no
967,601,3,197,no
968,601,4,187,no
969,602,0,191,yes
970,603,0,206,yes
971,603,1,208,no
972,604,0,222,yes
973,605,0,195,yes
974,606,0,189,yes
975,607,0,176,yes
976,608,0,183,yes
977,609,0,196,yes
978,609,1,166,no
979,609,2,211,no
980,610,0,183,yes
981,611,0,190,yes
982,612,0,185,yes
983,612,1,181,no
984,612,2,219,no
985,612,3,218,no
986,613,0,212,yes
987,613,1,186,no
988,614,0,197,yes
989,614,1,205,no
990,615,0,189,yes
991,616,0,198,yes
992,617,0,166,yes
993,617,1,215,no
994,617,2,201,no
995,618,0,179,yes
996,618,1,208,no
997,618,2,203,no
998,619,0,183,yes
999,620,0,172,yes
1000,620,1,194,no
1001,620,2,211,no
1002,620,3,217,no
1003,621,0,197,yes
1004,622,0,212,yes
1005,623,0,213,yes
1006,624,0,182,yes
1007,625,0,193,yes
1008,626,0,182,yes
1009,626,1,203,no
1010,627,0,185,yes
1011,628,0,193,yes
1012,629,0,214,yes
1013,630,0,174,yes
1014,631,0,218,yes
1015,632,0,175,yes
1016,633,0,193,yes
1017,634,0,171,yes
1018,634,1,189,no
1019,635,0,173,yes
1020,635,1,195,no
1021,636,0,212,yes
1022,637,0,187,yes
1023,638,0,174,yes
1024,639,0,186,yes
1025,640,0,212,yes
1026,641,0,212,yes
1027,642,0,187,yes
1028,642,1,204,no
1029,643,0,206,yes
1030,644,0,176,yes
1031,645,0,181,yes
1032,646,0,166,yes
1033,646,1,208,no
1034,646,2,190,no
1035,646,3,228,no
1036,646,4,213,no
1037,647,0,217,yes
1038,647,1,215,no
1039,648,0,201,yes
1040,649,0,192,yes
1041,650,0,215,yes
1042,651,0,186,yes
1043,652,0,183,yes
1044,652,1,189,no
1045,652,2,219,no
1046,652,3,206,no
1047,652,4,221,no
1048,653,0,175,yes
1049,653,1,227,no
1050,654,0,212,yes
1051,654,1,195,no
1052,655,0,187,yes
1053,656,0,185,yes
1054,656,1,189,no
1055,657,0,191,yes
1056,657,1,187,no
1057,658,0,197,yes
1058,658,1,219,no
1059,659,0,188,yes
1060,660,0,188,yes
1061,660,1,200,no
1062,660,2,195,no
1063,660,3,212,no
1064,660,4,202,no
1065,660,5,209,no
1066,660,6,212,no
1067,661,0,170,yes
1068,661,1,216,no
1069,662,0,204,yes
1070,662,1,247,no
1071,662,2,180,no
1072,663,0,180,yes
1073,664,0,201,yes
1074,665,0,215,yes
1075,666,0,221,yes
1076,666,1,227,no
1077,667,0,177,yes
1078,667,1,195,no
1079,667,2,218,no
1080,667,3,202,no
1081,668,0,202,yes
1082,668,1,228,no
1083,669,0,201,yes
1084,670,0,165,yes
1085,670,1,225,no
1086,670,2,212,no
1087,670,3,207,no
1088,671,0,170,yes
1089,671,1,202,no
1090,671,2,210,no
1091,671,3,190,no
1092,671,4,219,no
1093,672,0,194,yes
1094,673,0,156,yes
1095,673,1,213,no
1096,674,0,197,yes
1097,674,1,220,no
1098,674,2,195,no
1099,674,3,207,no
1100,674,4,209,no
1101,675,0,196,yes
1102,675,1,212,no
1103,675,2,196,no
1104,675,3,202,no
1105,676,0,195,yes
1106,676,1,196,no
1107,677,0,189,yes
1108,678,0,184,yes
1109,679,0,181,yes
1110,680,0,195,yes
1111,680,1,199,no
1112,681,0,184,yes
1113,682,0,207,yes
1114,683,0,156,yes
1115,683,1,211,no
1116,684,0,184,yes
1117,685,0,170,yes
1118,686,0,198,yes
1119,687,0,161,yes
1120,687,1,177,no
1121,688,0,183,yes
1122,688,1,220,no
1123,688,2,197,no
1124,689,0,188,yes
1125,690,0,193,yes
1126,690,1,218,no
1127,691,0,186,yes
1128,692,0,172,yes
1129,692,1,190,no
1130,693,0,199,yes
1131,693,1,220,no
1132,694,0,190,yes
1133,694,1,173,no
1134,695,0,193,yes
1135,695,1,208,no
1136,696,0,187,yes
1137,696,1,191,no
1138,697,0,170,yes
1139,698,0,203,yes
1140,698,1,208,no
1141,698,2,226,no
1142,698,3,204,no
1143,699,0,197,yes
1144,699,1,193,no
1145,699,2,186,no
1146,699,3,206,no
1147,700,0,203,yes
1148,701,0,179,yes
1149,702,0,184,yes
1150,702,1,218,no
1151,703,0,210,yes
1152,703,1,199,no
1153,704,0,180,yes
1154,705,0,207,yes
1155,706,0,191,yes
1156,707,0,195,yes
1157,707,1,184,no
1158,707,2,212,no
1159,708,0,189,yes
1160,708,1,187,no
1161,709,0,187,yes
1162,710,0,213,yes
1163,710,1,214,no
1164,710,2,221,no
1165,711,0,187,yes
1166,711,1,196,no
1167,712,0,166,yes
1168,713,0,178,yes
1169,713,1,203,no
1170,714,0,201,yes
1171,715,0,218,yes
1172,715,1,212,no
1173,716,0,177,yes
1174,717,0,160,yes
1175,718,0,212,yes
1176,718,1,199,no
1177,718,2,189,no
1178,719,0,210,yes
1179,720,0,172,yes
1180,721,0,180,yes
1181,721,1,190,no
1182,721,2,224,no
1183,722,0,214,yes
1184,722,1,202,no
1185,722,2,225,no
1186,723,0,190,yes
1187,724,0,195,yes
1188,725,0,182,yes
1189,725,1,203,no
1190,725,2,198,no
1191,726,0,189,yes
1192,727,0,157,yes
1193,728,0,208,yes
1194,728,1,224,no
1195,729,0,204,yes
1196,730,0,173,yes
1197,731,0,189,yes
1198,732,0,194,yes
1199,733,0,187,yes
1200,733,1,182,no
1201,733,2,243,no
1202,733,3,216,no
1203,734,0,193,yes
1204,735,0,193,yes
1205,736,0,211,yes
1206,737,0,212,yes
1207,738,0,181,yes
1208,739,0,193,yes
1209,739,1,183,no
1210,740,0,205,yes
1211,741,0,179,yes
1212,742,0,161,yes
1213,742,1,191,no
1214,743,0,167,yes
1215,743,1,222,no
1216,744,0,209,yes
1217,745,0,185,yes
1218,746,0,161,yes
1219,746,1,186,no
1220,746,2,185,no
1221,746,3,202,no
1222,747,0,164,yes
1223,747,1,206,no
1224,748,0,157,yes
1225,748,1,218,no
1226,749,0,200,yes
1227,750,0,191,yes
1228,751,0,173,yes
1229,752,0,186,yes
1230,753,0,153,yes
1231,754,0,190,yes
1232,754,1,205,no
1233,755,0,211,yes
1234,756,0,209,yes
1235,757,0,165,yes
1236,758,0,163,yes
1237,758,1,197,no
1238,758,2,184,no
1239,758,3,203,no
1240,759,0,174,yes
1241,760,0,196,yes
1242,761,0,207,yes
1243,762,0,184,yes
1244,763,0,192,yes
1245,763,1,179,no
1246,764,0,205,yes
1247,764,1,217,no
1248,765,0,213,yes
1249,765,1,209,no
1250,765,2,192,no
1251,765,3,212,no
1252,766,0,172,yes
1253,767,0,198,yes
1254,767,1,211,no
1255,768,0,189,yes
1256,769,0,190,yes
1257,770,0,184,yes
1258,770,1,175,no
1259,770,2,221,no
1260,771,0,169,yes
1261,772,0,212,yes
1262,773,0,201,yes
1263,773,1,199,no
1264,774,0,215,yes
1265,775,0,199,yes
1266,776,0,164,yes
1267,776,1,181,no
1268,777,0,180,yes
1269,778,0,200,yes
1270,779,0,161,yes
1271,780,0,187,yes
1272,781,0,227,yes
1273,782,0,191,yes
1274,783,0,198,yes
1275,783,1,206,no
1276,784,0,210,yes
1277,785,0,178,yes
1278,785,1,220,no
1279,786,0,179,yes
1280,787,0,199,yes
1281,788,0,206,yes
1282,788,1,221,no
1283,788,2,189,no
1284,788,3,201,no
1285,789,0,206,yes
1286,790,0,194,yes
1287,790,1,220,no
1288,791,0,217,yes
1289,792,0,204,yes
1290,793,0,203,yes
1291,794,0,201,yes
1292,795,0,201,yes
1293,796,0,189,yes
1294,796,1,190,no
1295,796,2,219,no
1296,796,3,230,no
1297,797,0,163,yes
1298,797,1,213,no
1299,798,0,213,yes
1300,798,1,209,no
1301,799,0,179,yes
1302,799,1,205,no
1303,800,0,204,yes
1304,801,0,189,yes
1305,801,1,171,no
1306,802,0,186,yes
1307,802,1,192,no
1308,802,2,205,no
1309,802,3,196,no
1310,803,0,164,yes
1311,803,1,189,no
1312,804,0,187,yes
1313,805,0,230,yes
1314,805,1,220,no
1315,806,0,171,yes
1316,807,0,187,yes
1317,808,0,198,yes
1318,809,0,154,yes
1319,809,1,200,no
1320,809,2,198,no
1321,809,3,183,no
1322,810,0,193,yes
1323,811,0,195,yes
1324,812,0,189,yes
1325,812,1,190,no
1326,813,0,207,yes
1327,814,0,198,yes
1328,814,1,216,no
