acumulado,vsaparecer,soma,saiu
0,0,199,1
1,0,185,0
1,1,182,1
2,0,197,1
3,0,202,0
3,1,183,1
4,0,215,1
5,0,204,1
6,0,212,1
7,0,170,1
8,0,214,1
9,0,165,1
10,0,176,1
11,0,198,0
11,1,204,1
12,0,207,1
13,0,171,0
13,1,216,1
14,0,191,1
15,0,198,1
16,0,212,0
16,1,148,1
17,0,164,1
18,0,202,1
19,0,169,0
19,1,215,1
20,0,222,1
21,0,191,1
22,0,199,0
22,1,178,0
22,2,209,0
22,3,177,1
23,0,193,1
24,0,184,1
25,0,209,0
25,1,206,1
26,0,189,1
27,0,175,1
28,0,223,0
28,1,192,1
29,0,217,0
29,1,188,0
29,2,201,1
30,0,208,1
31,0,204,0
31,1,191,1
32,0,163,1
33,0,215,0
33,1,209,0
33,2,182,1
34,0,187,0
34,1,206,0
34,2,186,0
34,3,188,0
34,4,162,0
34,5,212,0
34,6,178,0
34,7,195,0
34,8,180,1
35,0,198,0
35,1,209,0
35,2,201,0
35,3,231,1
36,0,176,1
37,0,220,1
38,0,208,1
39,0,216,1
40,0,166,1
41,0,207,1
42,0,181,1
43,0,185,0
43,1,197,0
43,2,194,1
44,0,172,0
44,1,161,1
45,0,197,1
46,0,204,0
46,1,166,0
46,2,210,0
46,3,172,1
47,0,150,1
48,0,192,0
48,1,177,1
49,0,214,0
49,1,185,0
49,2,199,0
49,3,186,1
50,0,179,1
51,0,245,0
51,1,214,1
52,0,212,1
53,0,196,0
53,1,198,1
54,0,215,0
54,1,173,1
55,0,218,1
56,0,227,1
57,0,207,1
58,0,188,1
59,0,188,1
60,0,203,1
61,0,187,1
62,0,172,1
63,0,226,1
64,0,199,1
65,0,172,1
66,0,181,0
66,1,187,0
66,2,208,0
66,3,205,0
66,4,219,1
67,0,184,1
68,0,185,0
68,1,183,1
69,0,185,0
69,1,214,1
70,0,205,1
71,0,206,0
71,1,209,1
72,0,193,0
72,1,184,1
73,0,192,1
74,0,222,0
74,1,203,0
74,2,187,1
75,0,184,0
75,1,175,1
76,0,209,0
76,1,216,0
76,2,187,1
77,0,192,0
77,1,182,1
78,0,192,0
78,1,183,1
79,0,200,1
80,0,187,0
80,1,207,1
81,0,193,0
81,1,220,0
81,2,199,1
82,0,202,1
83,0,188,0
83,1,226,0
83,2,208,0
83,3,204,1
84,0,203,1
85,0,190,1
86,0,199,0
86,1,223,1
87,0,198,0
87,1,189,1
88,0,211,0
88,1,204,0
88,2,170,1
89,0,209,1
90,0,184,1
91,0,188,1
92,0,209,1
93,0,165,1
94,0,196,1
95,0,239,0
95,1,166,0
95,2,188,0
95,3,183,1
96,0,185,0
96,1,201,1
97,0,188,1
98,0,195,1
99,0,169,1
100,0,181,1
101,0,217,1
102,0,181,1
103,0,209,0
103,1,193,1
104,0,186,0
104,1,233,1
105,0,212,1
106,0,204,1
107,0,202,0
107,1,158,1
108,0,198,0
108,1,198,0
108,2,213,0
108,3,203,1
109,0,179,0
109,1,217,0
109,2,240,0
109,3,222,1
110,0,189,0
110,1,181,0
110,2,214,1
111,0,180,0
111,1,172,1
112,0,216,1
113,0,175,0
113,1,219,1
114,0,181,1
115,0,184,0
115,1,173,0
115,2,178,0
115,3,165,1
116,0,217,1
117,0,174,0
117,1,196,0
117,2,199,1
118,0,188,0
118,1,167,1
119,0,174,1
120,0,199,1
121,0,211,1
122,0,190,1
123,0,178,1
124,0,197,1
125,0,200,0
125,1,183,0
125,2,176,1
126,0,167,1
127,0,208,0
127,1,217,0
127,2,242,1
128,0,190,1
129,0,178,0
129,1,208,1
130,0,213,1
131,0,195,0
131,1,216,1
132,0,198,1
133,0,220,1
134,0,201,1
135,0,155,1
136,0,198,1
137,0,218,0
137,1,141,0
137,2,173,0
137,3,236,1
138,0,184,0
138,1,210,0
138,2,203,0
138,3,188,1
139,0,198,1
140,0,213,0
140,1,208,0
140,2,187,0
140,3,197,1
141,0,189,1
142,0,189,1
143,0,185,0
143,1,187,1
144,0,210,1
145,0,184,1
146,0,209,1
147,0,211,0
147,1,185,0
147,2,156,0
147,3,187,1
148,0,183,1
149,0,191,1
150,0,213,0
150,1,212,1
151,0,162,0
151,1,182,0
151,2,196,0
151,3,200,1
152,0,202,0
152,1,208,0
152,2,179,0
152,3,179,0
152,4,207,1
153,0,204,1
154,0,182,0
154,1,192,0
154,2,189,0
154,3,216,1
155,0,192,1
156,0,171,1
157,0,188,1
158,0,223,1
159,0,182,0
159,1,171,1
160,0,197,1
161,0,173,1
162,0,198,0
162,1,184,1
163,0,200,0
163,1,182,1
164,0,184,1
165,0,212,1
166,0,175,1
167,0,166,1
168,0,183,0
168,1,182,1
169,0,195,0
169,1,206,0
169,2,176,0
169,3,216,1
170,0,195,0
170,1,211,1
171,0,177,0
171,1,216,1
172,0,216,0
172,1,206,0
172,2,189,1
173,0,211,0
173,1,212,0
